trialNum,lVal,rVal,firstVal,secondVal,chosenVal,leftChosen,firstChosen,liftRT,reachRT,firstIsLeft,firstIsRight,secondIsLeft,secondIsRight,firstFixLat,secondFixLat,thirdFixLat,firstFixDur,secondFixDur,thirdFixDur
199,5,4,4,5,5,1,0,1.02787475846708,0.174894474446774,0,1,1,0,0.226,0.498,0.774,0.232,0.236,0.092
214,3,4,4,3,4,-0,1,0.857473673298955,0.149238411337137,0,1,1,0,0.145,0.441,0.681,0.24,0.196,0.692
217,4,4,4,4,4,-0,1,1.23713911324739,0.143901634961367,0,1,1,0,0.184,0.488,0.86,0.244,0.332,0.816
221,4,3,4,3,4,1,1,1.20704240724444,0.181697176769376,1,0,0,1,0.133,0.397,0.653,0.224,0.2,1.032
241,4,3,4,3,4,1,1,0.897212477400899,0.171093989163637,1,0,0,1,0.18,0.452,0.684,0.22,0.192,0.864
248,4,2,4,2,4,1,1,1.09687007591128,0.172124007716775,1,0,0,1,0.138,0.438,0.79,0.248,0.312,0.572
254,4,4,4,4,4,-0,0,1.10719452053308,0.149974817410111,1,0,0,1,0.172,0.452,NaN,0.24,0.952,NaN
276,4,1,4,1,4,1,1,0.982973545789719,0.146359676495194,1,0,0,1,0.21,0.466,0.79,0.204,0.28,0.604
289,2,4,4,2,4,-0,1,0.877068363130093,0.143624303862453,0,1,1,0,0.16,0.452,0.7,0.232,0.192,0.876
296,4,5,4,5,5,-0,0,0.926878491416574,0.147255763411522,1,0,0,1,0.196,0.456,NaN,0.208,1.068,NaN
303,3,4,4,3,4,-0,1,0.957194523885846,0.179743122309446,0,1,1,0,0.175,0.439,0.755,0.208,0.28,0.644
310,3,4,4,3,3,1,0,0.977021580561996,0.175495879724622,0,1,1,0,0.177,0.405,NaN,0.188,0.888,NaN
316,2,4,4,2,4,-0,1,0.920708196237683,0.172597981989384,0,1,1,0,0.134,0.43,0.71,0.252,0.236,0.5
334,5,4,4,5,5,1,0,0.887404041364789,0.151970075443387,0,1,1,0,0.159,0.451,NaN,0.252,0.536,NaN
351,4,3,4,3,4,1,1,1.00725305452943,0.179600961506367,1,0,0,1,0.181,0.437,0.753,0.204,0.268,0.564
367,1,4,4,1,4,-0,1,0.937282003462315,0.153372408822179,0,1,1,0,0.181,0.441,0.709,0.2,0.216,1.048
